ts,symbol,p_avg,n_models,vote,probs,lot,sl,tp,action
2026-06-20T20:55:54.281320,XAUUSD,0.33890917897224426,3,0,"0.3777,0.3279,0.3112",0.01,4164.007857142858,4135.288214285714,error_10027
2026-06-20T20:56:09.851497,XAUUSD,0.33890917897224426,3,0,"0.3777,0.3279,0.3112",0.01,4164.007857142858,4135.288214285714,error_10027
2026-06-20T20:56:25.541925,XAUUSD,0.33890917897224426,3,0,"0.3777,0.3279,0.3112",0.01,4164.007857142858,4135.288214285714,error_10027
2026-06-20T20:56:41.330253,XAUUSD,0.33890917897224426,3,0,"0.3777,0.3279,0.3112",0.01,4164.007857142858,4135.288214285714,error_10027
2026-06-20T20:56:56.554390,XAUUSD,0.33890917897224426,3,0,"0.3777,0.3279,0.3112",0.01,4164.007857142858,4135.288214285714,error_10027
2026-06-20T20:57:12.086353,XAUUSD,0.33890917897224426,3,0,"0.3777,0.3279,0.3112",0.01,4164.007857142858,4135.288214285714,error_10027
2026-06-20T20:57:27.779274,XAUUSD,0.33890917897224426,3,0,"0.3777,0.3279,0.3112",0.01,4164.007857142858,4135.288214285714,error_10027
2026-06-20T20:57:43.027891,XAUUSD,0.33890917897224426,3,0,"0.3777,0.3279,0.3112",0.01,4164.007857142858,4135.288214285714,error_10027
